"Order ID","Year","Order Date","Ship Date","shipment days","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"CA-2011-107454","2011","11/2/2011","11/6/2011","4","Standard Class","RD-19720","Roger Demir","Consumer","United States","New York City","New York","10024","East","FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp","89","6","0","24"
"US-2014-105046","2014","7/18/2014","7/24/2014","6","Standard Class","BE-11335","Bill Eplett","Home Office","United States","Rome","New York","13440","East","TEC-PH-10004536","Technology","Phones","Avaya 5420 Digital phone","270","2","0","67"
"US-2014-105046","2014","7/18/2014","7/24/2014","6","Standard Class","BE-11335","Bill Eplett","Home Office","United States","Rome","New York","13440","East","OFF-PA-10004353","Office Supplies","Paper","Southworth 25% Cotton Premium Laser Paper and Envelopes","100","5","0","48"
"US-2014-105046","2014","7/18/2014","7/24/2014","6","Standard Class","BE-11335","Bill Eplett","Home Office","United States","Rome","New York","13440","East","FUR-FU-10004848","Furniture","Furnishings","DAX Solid Wood Frames","39","4","0","14"
"CA-2014-152856","2014","9/9/2014","9/11/2014","2","Second Class","RS-19765","Roland Schwarz","Corporate","United States","Marion","Ohio","43302","East","TEC-AC-10004864","Technology","Accessories","Memorex Micro Travel Drive 32 GB","117","4","0.2","34"
"CA-2013-134691","2013","11/15/2013","11/19/2013","4","Standard Class","KC-16540","Kelly Collister","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10002393","Office Supplies","Binders","Binder Posts","2","2","0.8","-4"
"CA-2013-118759","2013","11/15/2013","11/18/2013","3","First Class","MB-17305","Maria Bertelson","Consumer","United States","New York City","New York","10009","East","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair","408","2","0.1","73"
"CA-2013-118759","2013","11/15/2013","11/18/2013","3","First Class","MB-17305","Maria Bertelson","Consumer","United States","New York City","New York","10009","East","OFF-ST-10001590","Office Supplies","Storage","Tenex Personal Project File with Scoop Front Design, Black","40","3","0","11"
"CA-2011-140403","2011","10/10/2011","10/10/2011","0","Same Day","TN-21040","Tanja Norvell","Home Office","United States","Manteca","California","95336","West","FUR-CH-10002774","Furniture","Chairs","Global Deluxe Stacking Chair, Gray","122","3","0.2","14"
"CA-2011-140403","2011","10/10/2011","10/10/2011","0","Same Day","TN-21040","Tanja Norvell","Home Office","United States","Manteca","California","95336","West","OFF-EN-10001219","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","15","2","0","7"
"CA-2012-163104","2012","3/19/2012","3/26/2012","7","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","OFF-PA-10001947","Office Supplies","Paper","Xerox 1974","12","2","0","6"
"CA-2014-138464","2014","7/9/2014","7/13/2014","4","Standard Class","VF-21715","Vicky Freymann","Home Office","United States","Seattle","Washington","98115","West","FUR-FU-10003142","Furniture","Furnishings","Master Big Foot Doorstop, Beige","16","3","0","5"
"CA-2014-138464","2014","7/9/2014","7/13/2014","4","Standard Class","VF-21715","Vicky Freymann","Home Office","United States","Seattle","Washington","98115","West","OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System","86","3","0.2","30"
"CA-2014-138464","2014","7/9/2014","7/13/2014","4","Standard Class","VF-21715","Vicky Freymann","Home Office","United States","Seattle","Washington","98115","West","OFF-AR-10003560","Office Supplies","Art","Zebra Zazzle Fluorescent Highlighters","18","3","0","6"
"CA-2014-138464","2014","7/9/2014","7/13/2014","4","Standard Class","VF-21715","Vicky Freymann","Home Office","United States","Seattle","Washington","98115","West","OFF-AR-10004757","Office Supplies","Art","Crayola Colored Pencils","13","4","0","4"
"CA-2012-104129","2012","2/27/2012","3/2/2012","4","Standard Class","ES-14080","Erin Smith","Corporate","United States","Providence","Rhode Island","2908","East","TEC-PH-10003800","Technology","Phones","i.Sound Portable Power - 8000 mAh","106","2","0","1"
"CA-2012-104129","2012","2/27/2012","3/2/2012","4","Standard Class","ES-14080","Erin Smith","Corporate","United States","Providence","Rhode Island","2908","East","FUR-TA-10004152","Furniture","Tables","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","494","7","0.3","-28"
"US-2014-132206","2014","6/17/2014","6/22/2014","5","Standard Class","MK-17905","Michael Kennedy","Corporate","United States","Chicago","Illinois","60653","Central","OFF-BI-10000756","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders","6","7","0.8","-9"
"CA-2014-113474","2014","3/31/2014","4/1/2014","1","First Class","TM-21490","Tony Molinari","Consumer","United States","Oklahoma City","Oklahoma","73120","Central","OFF-EN-10004206","Office Supplies","Envelopes","Multimedia Mailers","326","2","0","150"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair, Indigo","384","9","0.3","-5"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","TEC-PH-10003505","Technology","Phones","Geemarc AmpliPOWER60","148","2","0.2","17"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","TEC-PH-10000526","Technology","Phones","Vtech CS6719","538","7","0.2","54"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","OFF-BI-10003314","Office Supplies","Binders","Tuff Stuff Recycled Round Ring Binders","2","2","0.8","-3"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","OFF-AR-10003190","Office Supplies","Art","Newell 32","7","3","0.2","1"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10001861","Furniture","Furnishings","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","8","1","0.6","-2"
"CA-2012-126557","2012","7/12/2012","7/17/2012","5","Second Class","RL-19615","Rob Lucas","Consumer","United States","Chicago","Illinois","60610","Central","TEC-PH-10003963","Technology","Phones","GE 2-Jack Phone Line Splitter","659","4","0.2","49"
"US-2014-107636","2014","5/1/2014","5/3/2014","2","First Class","NM-18520","Neoma Murray","Consumer","United States","Manchester","Connecticut","6040","East","OFF-LA-10003388","Office Supplies","Labels","Avery 5","6","2","0","3"
"US-2011-165862","2011","7/13/2011","7/17/2011","4","Standard Class","GK-14620","Grace Kelly","Corporate","United States","Los Angeles","California","90049","West","FUR-TA-10002855","Furniture","Tables","Bevis Round Conference Table Top & Single Column Base","351","3","0.2","4"
"US-2011-106334","2011","12/27/2011","1/2/2012","6","Standard Class","JF-15490","Jeremy Farry","Consumer","United States","San Francisco","California","94122","West","FUR-CH-10004886","Furniture","Chairs","Bevis Steel Folding Chairs","230","3","0.2","23"
"US-2011-106334","2011","12/27/2011","1/2/2012","6","Standard Class","JF-15490","Jeremy Farry","Consumer","United States","San Francisco","California","94122","West","OFF-PA-10003657","Office Supplies","Paper","Xerox 1927","13","3","0","6"
"CA-2013-101448","2013","2/27/2013","3/2/2013","3","Second Class","EB-13930","Eric Barreto","Consumer","United States","La Crosse","Wisconsin","54601","Central","OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder","57","3","0","28"
"CA-2012-130218","2012","3/23/2012","3/26/2012","3","First Class","SG-20470","Sheri Gordon","Consumer","United States","Florence","South Carolina","29501","South","OFF-FA-10003112","Office Supplies","Fasteners","Staples","32","4","0","14"
"CA-2012-130218","2012","3/23/2012","3/26/2012","3","First Class","SG-20470","Sheri Gordon","Consumer","United States","Florence","South Carolina","29501","South","OFF-ST-10002486","Office Supplies","Storage","Eldon Shelf Savers Cubes and Bins","28","4","0","1"
"US-2014-117331","2014","10/22/2014","10/29/2014","7","Standard Class","ND-18370","Natalie DeCherney","Consumer","United States","Glendale","Arizona","85301","West","OFF-BI-10003984","Office Supplies","Binders","Lock-Up Easel 'Spel-Binder'","9","1","0.7","-7"
"CA-2011-127383","2011","12/31/2011","1/5/2012","5","Standard Class","CM-11815","Candace McMahon","Corporate","United States","El Paso","Texas","79907","Central","OFF-EN-10004773","Office Supplies","Envelopes","Staples","50","2","0.2","18"
"CA-2011-110219","2011","5/5/2011","5/8/2011","3","First Class","EB-13870","Emily Burns","Consumer","United States","San Antonio","Texas","78207","Central","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray","128","3","0.3","-9"
"CA-2012-118871","2012","12/4/2012","12/9/2012","5","Second Class","HM-14860","Harry Marie","Corporate","United States","Los Angeles","California","90049","West","OFF-EN-10003296","Office Supplies","Envelopes","Tyvek Side-Opening Peel & Seel Expanding Envelopes","271","3","0","122"
"CA-2012-118871","2012","12/4/2012","12/9/2012","5","Second Class","HM-14860","Harry Marie","Corporate","United States","Los Angeles","California","90049","West","TEC-PH-10000193","Technology","Phones","Jensen SMPS-640 - speaker phone","110","3","0.2","8"
"CA-2012-118871","2012","12/4/2012","12/9/2012","5","Second Class","HM-14860","Harry Marie","Corporate","United States","Los Angeles","California","90049","West","FUR-FU-10002111","Furniture","Furnishings","Master Caster Door Stop, Large Brown","36","5","0","14"
"CA-2014-129490","2014","9/27/2014","10/1/2014","4","Standard Class","SJ-20125","Sanjit Jacobs","Home Office","United States","Miramar","Florida","33023","South","FUR-CH-10003298","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","419","4","0.2","-58"
"CA-2011-101175","2011","12/9/2011","12/14/2011","5","Standard Class","DM-12955","Dario Medina","Corporate","United States","Mesa","Arizona","85204","West","OFF-ST-10004950","Office Supplies","Storage","Acco Perma 3000 Stacking Storage Drawers","101","6","0.2","-1"
"US-2014-149510","2014","12/4/2014","12/11/2014","7","Standard Class","MC-17575","Matt Collins","Consumer","United States","Fayetteville","North Carolina","28314","South","OFF-AP-10002350","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","45","3","0.2","5"
"US-2014-149510","2014","12/4/2014","12/11/2014","7","Standard Class","MC-17575","Matt Collins","Consumer","United States","Fayetteville","North Carolina","28314","South","OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","29","6","0.7","-21"
"US-2014-149510","2014","12/4/2014","12/11/2014","7","Standard Class","MC-17575","Matt Collins","Consumer","United States","Fayetteville","North Carolina","28314","South","OFF-PA-10001892","Office Supplies","Paper","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","24","4","0.2","9"
"CA-2012-111990","2012","11/8/2012","11/13/2012","5","Standard Class","DB-13660","Duane Benoit","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","10","6","0.8","-17"
"CA-2011-169460","2011","4/19/2011","4/21/2011","2","Second Class","NF-18595","Nicole Fjeld","Home Office","United States","San Jose","California","95123","West","FUR-FU-10004017","Furniture","Furnishings","Executive Impressions 13"" Chairman Wall Clock","76","3","0","27"
"US-2012-152128","2012","5/25/2012","5/27/2012","2","Second Class","NM-18445","Nathan Mautz","Home Office","United States","Wichita","Kansas","67212","Central","OFF-AR-10002445","Office Supplies","Art","SANFORD Major Accent Highlighters","21","3","0","8"
"US-2012-152128","2012","5/25/2012","5/27/2012","2","Second Class","NM-18445","Nathan Mautz","Home Office","United States","Wichita","Kansas","67212","Central","OFF-BI-10001718","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine","128","2","0","60"
"CA-2014-126662","2014","7/18/2014","7/22/2014","4","Standard Class","AB-10255","Alejandro Ballentine","Home Office","United States","Los Angeles","California","90036","West","TEC-CO-10004202","Technology","Copiers","Brother DCP1000 Digital 3 in 1 Multifunction Machine","480","2","0.2","90"
"CA-2013-139395","2013","12/13/2013","12/19/2013","6","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Jackson","Michigan","49201","Central","TEC-PH-10002103","Technology","Phones","Jabra SPEAK 410","658","7","0","184"
"CA-2013-139395","2013","12/13/2013","12/19/2013","6","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Jackson","Michigan","49201","Central","FUR-FU-10003724","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps","33","4","0","9"
"CA-2013-139395","2013","12/13/2013","12/19/2013","6","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Jackson","Michigan","49201","Central","OFF-AR-10003732","Office Supplies","Art","Newell 333","14","5","0","4"
"CA-2013-139395","2013","12/13/2013","12/19/2013","6","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Jackson","Michigan","49201","Central","OFF-ST-10000885","Office Supplies","Storage","Fellowes Desktop Hanging File Manager","27","2","0","7"
"US-2011-121734","2011","4/11/2011","4/16/2011","5","Standard Class","SE-20110","Sanjit Engle","Consumer","United States","Lewiston","Idaho","83501","West","OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips","10","1","0.2","3"
"CA-2012-110947","2012","6/9/2012","6/15/2012","6","Standard Class","AG-10765","Anthony Garverick","Home Office","United States","Hampton","Virginia","23666","South","OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders","113","3","0","57"
"US-2011-150126","2011","7/27/2011","8/2/2011","6","Standard Class","AS-10045","Aaron Smayling","Corporate","United States","New York City","New York","10035","East","OFF-PA-10002709","Office Supplies","Paper","Xerox 1956","66","11","0","32"
"CA-2012-164427","2012","7/31/2012","8/6/2012","6","Standard Class","AR-10405","Allen Rosenblatt","Corporate","United States","Hattiesburg","Mississippi","39401","South","TEC-AC-10004469","Technology","Accessories","Microsoft Sculpt Comfort Mouse","240","6","0","105"
"CA-2013-120250","2013","9/20/2013","9/23/2013","3","First Class","AP-10720","Anne Pryor","Home Office","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10003424","Furniture","Furnishings","Nu-Dell Oak Frame","26","3","0.2","4"
"CA-2013-121993","2013","6/11/2013","6/13/2013","2","First Class","JB-16000","Joy Bell-","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-LA-10003720","Office Supplies","Labels","Avery 487","24","8","0.2","8"
"US-2013-100405","2013","8/27/2013","8/29/2013","2","Second Class","TS-21430","Tom Stivers","Corporate","United States","Los Angeles","California","90045","West","OFF-AR-10000390","Office Supplies","Art","Newell Chalk Holder","8","2","0","4"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","OFF-EN-10001335","Office Supplies","Envelopes","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","77","7","0","38"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk","9","5","0","4"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","OFF-BI-10003718","Office Supplies","Binders","GBC Therma-A-Bind 250T Electric Binding System","590","6","0.2","207"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","OFF-FA-10004838","Office Supplies","Fasteners","Super Bands, 12/Pack","6","3","0","0"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","FUR-FU-10002508","Furniture","Furnishings","Document Clip Frames","25","3","0","11"
"US-2014-163790","2014","11/3/2014","11/5/2014","2","Second Class","NL-18310","Nancy Lomonaco","Home Office","United States","Danville","California","94526","West","OFF-ST-10001511","Office Supplies","Storage","Space Solutions Commercial Steel Shelving","453","7","0","23"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","OFF-SU-10000952","Office Supplies","Supplies","Fiskars Home & Office Scissors","18","2","0","5"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","TEC-PH-10002275","Technology","Phones","Mitel 5320 IP Phone VoIP phone","302","2","0.2","30"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","FUR-CH-10003535","Furniture","Chairs","Global Armless Task Chair, Royal Blue","146","3","0.2","-5"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","OFF-AP-10004052","Office Supplies","Appliances","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","8","2","0","2"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","903","3","0.2","34"
"CA-2013-129868","2013","12/27/2013","1/1/2014","5","Standard Class","MC-18130","Mike Caudle","Corporate","United States","Los Angeles","California","90004","West","OFF-AR-10001897","Office Supplies","Art","Model L Table or Wall-Mount Pencil Sharpener","54","3","0","15"
"CA-2013-140564","2013","12/6/2013","12/11/2013","5","Second Class","TC-21475","Tony Chapman","Home Office","United States","Washington","District of Columbia","20016","East","OFF-AR-10000034","Office Supplies","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","34","8","0","13"
"US-2014-169502","2014","8/29/2014","9/2/2014","4","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Milwaukee","Wisconsin","53209","Central","OFF-SU-10004115","Office Supplies","Supplies","Acme Stainless Steel Office Snips","22","3","0","6"
"US-2014-169502","2014","8/29/2014","9/2/2014","4","Standard Class","MG-17650","Matthew Grinstein","Home Office","United States","Milwaukee","Wisconsin","53209","Central","OFF-AP-10001947","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Plus Surge Suppressor","92","5","0","27"
"CA-2012-146948","2012","7/16/2012","7/20/2012","4","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Baltimore","Maryland","21215","East","FUR-CH-10004853","Furniture","Chairs","Global Manager's Adjustable Task Chair, Storm","151","1","0","44"
"CA-2012-146948","2012","7/16/2012","7/20/2012","4","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Baltimore","Maryland","21215","East","OFF-EN-10000483","Office Supplies","Envelopes","White Envelopes, White Envelopes with Clear Poly Window","137","9","0","63"
"CA-2012-146948","2012","7/16/2012","7/20/2012","4","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Baltimore","Maryland","21215","East","OFF-FA-10001332","Office Supplies","Fasteners","Acco Banker's Clasps, 5 3/4""-Long","12","4","0","5"
"US-2012-113327","2012","5/26/2012","5/29/2012","3","Second Class","BF-11170","Ben Ferrer","Home Office","United States","Jacksonville","North Carolina","28540","South","OFF-PA-10003790","Office Supplies","Paper","Xerox 1991","18","1","0.2","6"
"US-2012-113327","2012","5/26/2012","5/29/2012","3","Second Class","BF-11170","Ben Ferrer","Home Office","United States","Jacksonville","North Carolina","28540","South","OFF-PA-10003134","Office Supplies","Paper","Xerox 1937","154","4","0.2","54"
"US-2012-113327","2012","5/26/2012","5/29/2012","3","Second Class","BF-11170","Ben Ferrer","Home Office","United States","Jacksonville","North Carolina","28540","South","OFF-EN-10004459","Office Supplies","Envelopes","Security-Tint Envelopes","12","2","0.2","4"
"US-2012-113327","2012","5/26/2012","5/29/2012","3","Second Class","BF-11170","Ben Ferrer","Home Office","United States","Jacksonville","North Carolina","28540","South","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","168","7","0.2","50"
"CA-2012-135020","2012","5/28/2012","6/2/2012","5","Standard Class","MS-17770","Maxwell Schwartz","Consumer","United States","Rochester","New York","14609","East","TEC-PH-10004093","Technology","Phones","Panasonic Kx-TS550","46","1","0","13"
"CA-2012-135020","2012","5/28/2012","6/2/2012","5","Standard Class","MS-17770","Maxwell Schwartz","Consumer","United States","Rochester","New York","14609","East","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand","535","3","0","161"
"CA-2012-135020","2012","5/28/2012","6/2/2012","5","Standard Class","MS-17770","Maxwell Schwartz","Consumer","United States","Rochester","New York","14609","East","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","6","2","0.2","2"
"CA-2012-135020","2012","5/28/2012","6/2/2012","5","Standard Class","MS-17770","Maxwell Schwartz","Consumer","United States","Rochester","New York","14609","East","OFF-PA-10004255","Office Supplies","Paper","Xerox 219","45","7","0","22"
"US-2014-141852","2014","11/10/2014","11/15/2014","5","Standard Class","JE-15745","Joel Eaton","Consumer","United States","Oceanside","California","92054","West","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories","47","8","0","21"
"CA-2013-109407","2013","1/24/2013","1/26/2013","2","Second Class","HG-14965","Henry Goldwyn","Corporate","United States","Gulfport","Mississippi","39503","South","OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal","31","4","0","16"
"US-2014-165953","2014","1/1/2014","1/7/2014","6","Standard Class","EP-13915","Emily Phan","Consumer","United States","Jacksonville","Florida","32216","South","OFF-AR-10000588","Office Supplies","Art","Newell 345","48","3","0.2","4"
"US-2014-165953","2014","1/1/2014","1/7/2014","6","Standard Class","EP-13915","Emily Phan","Consumer","United States","Jacksonville","Florida","32216","South","OFF-PA-10002250","Office Supplies","Paper","Things To Do Today Pad","23","5","0.2","8"
"CA-2013-144540","2013","9/6/2013","9/11/2013","5","Standard Class","GH-14410","Gary Hansen","Home Office","United States","Houston","Texas","77070","Central","OFF-AP-10002457","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","63","3","0.8","-166"
"CA-2013-144540","2013","9/6/2013","9/11/2013","5","Standard Class","GH-14410","Gary Hansen","Home Office","United States","Houston","Texas","77070","Central","OFF-FA-10002763","Office Supplies","Fasteners","Advantus Map Pennant Flags and Round Head Tacks","28","9","0.2","4"
"CA-2012-159863","2012","9/4/2012","9/7/2012","3","Second Class","DS-13180","David Smith","Corporate","United States","Houston","Texas","77095","Central","TEC-AC-10000109","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","134","3","0.2","7"
"CA-2012-117800","2012","9/21/2012","9/26/2012","5","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Everett","Massachusetts","2149","East","TEC-PH-10002415","Technology","Phones","Polycom VoiceStation 500 Conference phone","590","2","0","147"
"CA-2012-117800","2012","9/21/2012","9/26/2012","5","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Everett","Massachusetts","2149","East","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair","543","3","0","141"
"CA-2014-145219","2014","12/25/2014","12/26/2014","1","First Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90049","West","TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier","2,880","6","0.2","1,008"
"CA-2014-145219","2014","12/25/2014","12/26/2014","1","First Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90049","West","OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders","90","3","0.2","34"
"CA-2012-161214","2012","10/5/2012","10/8/2012","3","Second Class","SF-20965","Sylvia Foulston","Corporate","United States","Wilmington","Delaware","19805","East","OFF-ST-10001328","Office Supplies","Storage","Personal Filing Tote with Lid, Black/Gray","78","5","0","22"
"CA-2014-147228","2014","9/10/2014","9/15/2014","5","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Columbia","Tennessee","38401","South","OFF-SU-10001225","Office Supplies","Supplies","Staples","9","3","0.2","-2"
"CA-2014-147228","2014","9/10/2014","9/15/2014","5","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Columbia","Tennessee","38401","South","OFF-PA-10000357","Office Supplies","Paper","Xerox 1888","178","4","0.2","62"
"CA-2014-147228","2014","9/10/2014","9/15/2014","5","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Columbia","Tennessee","38401","South","OFF-ST-10000046","Office Supplies","Storage","Fellowes Super Stor/Drawer Files","258","2","0.2","-3"
"CA-2014-147228","2014","9/10/2014","9/15/2014","5","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Columbia","Tennessee","38401","South","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories","14","3","0.2","4"
"CA-2013-101336","2013","11/14/2013","11/19/2013","5","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","New York City","New York","10011","East","OFF-ST-10003455","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black","78","5","0","20"
"CA-2013-101336","2013","11/14/2013","11/19/2013","5","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","New York City","New York","10011","East","OFF-ST-10000876","Office Supplies","Storage","Eldon Simplefile Box Office","25","2","0","7"
"CA-2013-101336","2013","11/14/2013","11/19/2013","5","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","New York City","New York","10011","East","OFF-AR-10003582","Office Supplies","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","141","5","0","39"
"CA-2013-101336","2013","11/14/2013","11/19/2013","5","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","New York City","New York","10011","East","OFF-ST-10004258","Office Supplies","Storage","Portable Personal File Box","37","3","0","10"
"US-2012-126235","2012","10/15/2012","10/15/2012","0","Same Day","GA-14725","Guy Armstrong","Consumer","United States","Mount Pleasant","Michigan","48858","Central","FUR-FU-10000719","Furniture","Furnishings","DAX Cubicle Frames, 8-1/2 x 11","17","2","0","6"
"CA-2014-168396","2014","8/4/2014","8/9/2014","5","Second Class","BD-11725","Bruce Degenhardt","Consumer","United States","San Francisco","California","94122","West","OFF-LA-10001297","Office Supplies","Labels","Avery 473","52","5","0","25"
"CA-2014-168396","2014","8/4/2014","8/9/2014","5","Second Class","BD-11725","Bruce Degenhardt","Consumer","United States","San Francisco","California","94122","West","FUR-FU-10000723","Furniture","Furnishings","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","124","3","0","11"
"CA-2012-130456","2012","8/21/2012","8/26/2012","5","Standard Class","DS-13180","David Smith","Corporate","United States","San Francisco","California","94122","West","FUR-BO-10003893","Furniture","Bookcases","Sauder Camden County Collection Library","586","6","0.15","34"
"CA-2012-130456","2012","8/21/2012","8/26/2012","5","Standard Class","DS-13180","David Smith","Corporate","United States","San Francisco","California","94122","West","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","81","1","0","3"
"CA-2014-116288","2014","3/13/2014","3/18/2014","5","Standard Class","BS-11380","Bill Stewart","Corporate","United States","San Francisco","California","94122","West","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","243","3","0","10"
"CA-2014-168228","2014","4/28/2014","4/30/2014","2","First Class","AP-10915","Arthur Prichep","Consumer","United States","Los Angeles","California","90045","West","OFF-AR-10003373","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener, 1670","124","4","0","33"
